발언내용,2021일부,2021전체
"""여하튼 우리 부감님께서 여러 가지 문제점이 예상되는 그런 정책들은 교육감님께서 여러 가지 생각은 있더라도 사실은 현실적으로 어렵다면 즉각적으로 만류해 주시는 게 좋다고 보고요. 두 번째, 제가 우리 교육정책국장님께 질의드리겠습니다. 어제도 원격수업과 관련해서 여러 가지 질의가 나왔습니다. 본 위원이 여러 가지 중에서 몇 가지만 말씀을 드리고자 합니다. 선생님들마다 원격수업과 관련해서는 제각각이에요. 그러니까 어떤 선생님은 쌍방향으로 수업이 실시하는 선생님도 계시고 어떤 선생님은 과제물만 내주는 그런 선생님도 계시고 혼용돼서 하는, 어떻게 보면 이게 천차만별인 것 같아요. 그러니까 학부모 관점에서 보면 똑같은 세금을 내고 우리 아이들이 똑같은 교육을 받아야 되는데 어떤 선생님의 수준이냐에 따라서 애 교육의 질이 달라진다면 이게 곧바로 학습격차로 이어지는 것 아니겠습니까?""",긍정,중립
이상입니다.,긍정,중립
거기서 특히나 화학수업이나 화학실험실습할 때 거기에 대한 재난대응 매뉴얼 이런 것들이 잘 짜여 있나요?,긍정,중립
지금은 전체적으로 안전과 관련되는 매뉴얼은 본청 혁신과에서 주는 매뉴얼에 따라서 체제를 정비하고 있습니다.,긍정,중립
"""그런데 교육안전이행계획안이 있었지만 실험실 이용 중에 화학사고가 만약에 난다거나 이러면 거기에 대한 대비내용 이런 구체적인 내용들은 하나도 없다, 일부 이런 얘기들이 있던데?""",부정,중립
"""안전에 대한 것은 저희가 아무리 강조해도 지나치지 않지 않습니까? 그리고 저희는 특별히 시약이라든가 기구들을 많이 다루고 있기 때문에 실험실 안전에 대해서는, 과학실무사님들 실험연수도 저희 쪽에서 하고 있고요, 또 원격연수를 만들고 있고 일반 학교보다는 안전에 대한 감수성을 높이고 있다는 말씀드리는데 그래도 계속 안전의 기준이 높아지고 있기 때문에 계속해서 체제는 정비할 필요가 있다고 생각이 듭니다.""",부정,중립
"""제가 볼 때 한 4~5년이면 거의 저희들의 원래 목표치로, 한 120%~130%로 줄여나갈 수 있지 않을까 싶습니다.""",긍정,중립
"""네, 계속 말씀하세요. 중등은 그렇게 됐고, 초등은요?""",부정,중립
아니요.,중립,부정
"""가장 큰 문제점은 김수규 위원님께서 계속 반복해서 지적하시는 대로 디지털기기를 가까이 하다가 그러면서 노출 빈도수가 높아지면 인터넷 자체나 아니면 스마트폰에 대한 과다한 노출로 인한 중독성이 심화되고요. 저희들이 지금 통계를 가지고 있는 것은 과다 의존증이 거의 12%~13% 가깝게 이르고 있습니다. 그 숫자는 굉장히 많은 숫자거든요. 1만 4,000~1만 5,000명 이상씩 이렇게 나타나고 있는데 그 부분에 대해서 학교에서 인터넷 중독 예방을 위해서 또 교육과정을 나름대로 운영하고 있습니다만 그쪽에서 다 커버가 안 돼서 그 아이들은 다시 정밀하게 검증해서 치료가 필요한 아이들은 해당 기관에 연결시켜서 치료를 해주는 데까지는 시스템을 갖추고 있습니다만 그런 부분들이 염려가 되고요. 그리고 인터넷교육이라는 게, 화상교육이라는 게 편리한 점도 있지만 청소년기, 어린아이들부터 소년기에 있는 청년기까지 보면 하루 종일 6시간 정도 보면 견딜 수 없을 만큼 힘든 걸 느낍니다, 선생님도 힘들지만 그걸 보고 있는 아이들도 계속 초점을 맞춘다는 것이. 그래서 원격수업은 그렇게 길게 갈 수 있는 것은 아니라고 생각을 하고요. 가장 중요한 건 수업인데요, 그게 다 수업행위인데 수업의 본질은 지적인 활동과 그것을 확인하고 어떻게 성장하는지를 점검하고 선생님이 피드백을 줘서 성장의 구체성을 확보하는 건데 그냥 동영상만 올려놓으면 이건 수업이 아니라는 것이죠. 명실상부하게 수업이 되기 위해서는 화상 속에서도 상호 피드백을 주고받는 소통이 돼야 되는데 그런 부분이 부분적으로 적고 아까 양민규 위원님께서 말씀하신 것처럼 부작용이 큰 거고 이런 부분이 있어서 완전한 수업이라고 볼 수 없는 거고, 하나만 더 말씀을 드리면 자기주도성을 가지고 있고 학습의욕이 충분히 돼 있는 아이들은 효과를 더 크게 봅니다만 학습동기가 취약한 아이들은 선생님의 간섭이 없어지면서, 선생님의 어떤 관리감독이나 지도가 없어지면서 성취지향성이 더욱더 떨어지게 되는 이런 문제들이 있습니다.""",부정,중립
"""어쨌든 현실적으로 이런 교육을 안 할 수 없는 부분이 지금 현실이기 때문에, 지금 이런 문제점들은 우리가 인식하고 있고 이게 점차적으로 증가되지 않겠습니까?""",부정,중립
시간 내에 짧게……. 지금 전시관이 아무래도 참관이나 견학이 사실 쉽지 않잖아요. 그렇죠?,부정,중립
"""그래도 많은 편입니다, 사립 초등학교도 제법 많고요. 지금 보면 고등학교는 사립이 62.5% 정도 되고 중학교는 28%, 초등학교가 6.4% 정도, 그다음에…….""",긍정,중립
그 정도 돼요?,긍정,중립
이상입니다.,긍정,중립
"""지금 국회에서 현재 돌봄과 관련된 입법이 하나 추진되고 있습니다. 그게 온종일 돌봄체계를 구축하는 부분인데 핵심요지가 돌봄 관련 부처들 교육부, 여가부, 복지부를 통합하고 그것을 총괄할 수 있는 총리실의 어떤 역할을 강화해서 향후에 온종일 돌봄체계로, 그래서 마을돌봄체계를 강화한다는 하는 부분들이 있었던 것 같습니다.""",긍정,중립
맞습니다.,긍정,중립
"""지금 교육부 입장에서는 돌봄운영체계 관련한 협의체를 만들어서 대화를 세 차례 정도 하고 있습니다. 그래서 돌봄 관계자들, 교원단체, 그다음에 교육부, 교육청, 그다음에 앞으로 관계부처도 같이 포함해서 큰 논의의 틀을 만들고 거기에 대한 논의를 시작할 계획으로 있는 것으로 듣고 있습니다.""",중립,긍정
"""하겠습니다. 오후 늦은 시간까지 질의응답에 응하시느라 고생 많으십니다. 부감님 이렇게 나오셨는데 부감님께 여쭤보겠습니다. 우선 먼저 오늘 여러 가지 논란이 있었고 파업도 있고 그러는데 돌봄교실에 대해서 말씀드리겠습니다. 돌봄교실은 지자체 사업이다, 그렇지 않으면 교육청 사업이다 논란이 있습니다. 실질적으로 유럽이나 선진국 같은 경우는 지자체에서 많이 하고 있죠?""",부정,중립
"""돌봄과 관련해서 어떤 시스템이 좋으냐 하는 것은 얘기가 가능한데 그것은 결국 사회 구성원들의 합의 문제가 아니냐는 생각을 하고 있습니다. 현재는 교육부, 여가부, 보건복지부가 제각각 돌봄이라는 시스템들을 운영하고 있다 보니까 이것들을 어떻게 보면 큰 틀에서 통합해서 행정서비스가 제공되어야 되지 않느냐는 차원의 큰 논의가 사회적 합의를 이루려고 하는 단계에 이제 온 것 같습니다.""",부정,중립
"""위원님께서 말씀하신 대로 전 세계는 이미 소프트웨어의 코딩교육, 과거의 소프트웨어 교육을 벗어나서 모든 학생들이 일상 속에서 컴퓨터적 사고를 할 수 있는 누구에게나 필요한 최소한의 어떤 기술적 자질로 소프트웨어의 능력을 요구하고 있는 시대입니다. 그래서 선진국들은 다 교육과정에 스며들어가고 있고요. 우리나라도 그런 부분에 대해서 교육과정에…….""",중립,긍정
금년 와서 발등에 불 떨어지니까 현재 여러 가지로 교육을 시키고 있습니다. 그거는 이미 자료에 나와 있는 현황이고요. 이전에 이미 확보가 돼 있어야 됩니다. 그런데 이제까지 확보가 돼 있지 않다는 문제를 지적하는 것이고요.,부정,중립
위원님 지적대로 선제적 대응이 부족했던 건 사실이고요. 지금부터라도 충실하게 준비하도록 하겠습니다.,부정,긍정
그건 부분적으로 하고 있는 거고요.,긍정,중립
"""이렇게 이 고민을 하는 데는 몇 개 선도학교 만들어서 되지 않는다고 보고요 일종의 혁신학교센터를 만들든지 이 혁신학교에 대해서만 고민하는 그런 기구를 만드는 게 저는 맞다고 봅니다. 차라리 학교 하나를 아예 혁신학교센터로 만들어서 그 학교 내에서 혁신에 대한, 혁신학교에서 필요한 이런 것들을 지원해 주고 거기서 여러 가지 시범적으로 시행도 해보고 이렇게 해서 자료를 축적해 나가고 확대해 나가는 게 맞지 사실 현재 혁신학교 자체적으로 운영하고 있는 학교들은 많은데 거기의 내용들, 거기의 성과들이 일반 학교에 전이가 안 돼요. 보급이 안 되고 있어요. 학교는 학교대로 업무를 하고 그걸로 칸막이가 쳐지는 겁니다. 다른 학교와 교류가 잘 안 되고 있어요. 그런 부분을 고민해 나가는 그런 센터가 필요하다 저는 이런 제안 드려봅니다.""",부정,중립
이상입니다.,긍정,중립
양 위원님 얘기하신 것이 국가공무원이냐 지방공무원이냐 그런 분류의 성격이기보다는 그 문제를 어떻게 보느냐의 문제라고 생각이 들고요. 그다음에 거기에 대해서 나름대로 얼마나 학교의 입장과 그다음에 주민의 입장에서 서로 대화하고 소통했는지 그런 부분들에 따라서 많이 달라질 수 있지 않겠냐는 생각이 듭니다.,부정,긍정
"""그런 상황 속에서 학습격차를 완화시켜야 되지 않겠습니까? 완화시킬 대안, 예산편성과 관련해서 이런 것들이 준비가 돼 있으시면 말씀 부탁드리겠습니다.""",긍정,중립
"""부교육감님, 금방 답변에 돌봄 선생님들의 파업이 23% 정도이고, 오전에도 확인한 바지만 그 정도 참여해서 다행이 안정적으로 간다고 얘기할 성질의 것은 아니죠. 무슨 의미냐면…….""",중립,부정
"""진즉부터 현장의 갈등이나 현장의 소리는 나오고 있었고 아마 초등교육과부터 시작해서 단위별로 굉장히 해결의 노력을 했을 거라고 생각합니다. 그런데 정말 이것을 결정적으로 결정해 줄 단위, 즉 교육부든 여가부든 지자체든 이 단위에서 사실 진즉 고민을 더 했어야 되고 이런 파업이 일어나기 전에 대안을 주고 고민하고 그랬어야 되는 것 아닌가요? 부교육감님 혹시 이 내용 가지고 협의를 같이 참여하신 적 있으세요, 교육부랑?""",부정,긍정
하셨어요?,긍정,중립
"""더 부탁드립니다. 그리고 우리 국장님, 오전 질의와 연결해서 국장님은 무서우실 것 같아요, 화내시면. 그래서 서울학습센터 제가 궁금한 것은 얘기를 다 들었습니다. 열심히 잘하겠다는 얘기는 들었는데 홈피 하나로 혼내고 그러지 마십시오. 우리 국장님은 화내시면 무서우실 것 같아서…….""",부정,긍정
사실 이렇게 말씀드리는 것은 지원해 주고 남들이 찾지 않아도 온라인 강조되는 이 마당에 도와주고 이런 것을 살펴봐야 되지 않냐 그런 차원이니까 그렇게 해 주시고.,긍정,중립
아무리 그렇게 멘토 멘티 연결해 주신다손 치더라도 선생님 입장에서 자존심도 있고 부탁하는 것이 미안하기도 하고 그럴 수 있을 거라고 생각됩니다. 이랬을 때 전화 한 통화면 와서 도와주고 원하는 방법대로 만들어 주고…….,부정,긍정
그렇게 하고 있습니다. 지원단이 있습니다.,긍정,중립
안전과 그런 데 더…….,긍정,중립
물론 당연히 정부 사회보장위원회 논의도 돼야 되고 시의회에서 여기에 관련된 예산이 통과돼야지 시행된다고 하는 위원님 말씀 당연히 공감하고요. 제가 이 건과 관련해서 듣기로는 그동안 무상 교복과 관련해서 이전에 충분한 논의들이 있었고 그다음에 교육위원회 위원님들부터도 그렇고 시의회 자체적으로도 이와 같은 요구들이 많이 있었다고 얘기를 들었습니다. 그래서 그런 부분들을 모아서 그동안 무상 교복 외에도 다양하게 어떤 문호를 열어서 쓸 수 있는 방향의 결정을 하게 됐다고 얘기를 들었고요. 그 과정에서 나름대로 시의회와의 협의도 최선을 다해서 했다고 들었는데 위원님께서 말씀하신 것처럼 사회보장위원회라든가…….,긍정,중립
